time_ms,accel_filtered,gyro_filtered
65.0,-0.009652282604028528,3.3435030952076445
71.0,-0.014098091105775819,0.5742185408459184
81.0,-0.017678159951277344,-1.4788417186454152
91.0,-0.01925048545373101,-2.038415799437798
101.0,-0.017368227315650207,-0.3528582452644527
111.0,-0.010700800910109892,4.085387853796714
121.0,0.0011919428655643267,11.229322371922567
131.0,0.017083453559721053,20.234954931681127
141.0,0.03383972805753245,29.482130394042212
151.0,0.04714044838261447,36.967088090601536
161.0,0.05305346541925436,40.96776091663014
171.0,0.04968719675606365,40.67223022807269
181.0,0.037985475210169595,36.43398478147413
191.0,0.021291876746344453,29.53900351787477
201.0,0.004036281487942152,21.663672407647116
211.0,-0.009791678875803702,14.326324264990914
221.0,-0.01780629208604932,8.540732844110595
231.0,-0.019685928135272843,4.714758467933467
241.0,-0.016872958462052067,2.7354000174626307
251.0,-0.01174263871612746,2.1554664297107538
261.0,-0.006641178570451748,2.404420286341549
271.0,-0.003167111825829625,2.9636684714165336
281.0,-0.0018921132192382605,3.4718060139740867
291.0,-0.0025049836352145564,3.753628969365183
301.0,-0.0042109398468652085,3.7896869161981392
311.0,-0.0061678503158053835,3.654882842951033
321.0,-0.00778623358500388,3.4544160609112833
331.0,-0.008823322380081558,3.276606822005997
341.0,-0.009308855490881953,3.1701844630489986
351.0,-0.009401574721648345,3.1433606597390837
361.0,-0.009270314929798469,3.1762782693462523
371.0,-0.009042300665456535,3.2375715934003138
381.0,-0.008806485607707967,3.298247318984933
391.0,-0.008633462501994444,3.339670833520409
401.0,-0.008580367453272302,3.355460789447845
411.0,-0.008675002422995345,3.348962632152835
421.0,-0.00889769913817418,3.3287110583371846
431.0,-0.009183860432346367,3.304028155325821
441.0,-0.009451033537942794,3.282001523131102
451.0,-0.009631127693561014,3.2661978104672147
461.0,-0.00968467666717232,3.256942203688459
471.0,-0.009591218022085287,3.25262472861434
481.0,-0.009329859254166227,3.2511851046055065
491.0,-0.008871764956781419,3.251053585664887
501.0,-0.00819782191080223,3.2514607490009464
511.0,-0.007334559105597858,3.2525099246214464
521.0,-0.006382922048737443,3.255231408723353
531.0,-0.0055142971555623135,3.2613878274274875
541.0,-0.004928024013771991,3.2727275643355838
551.0,-0.004787037399034731,3.289824962671399
561.0,-0.005156718489053866,3.3111805347520717
571.0,-0.00596794132495465,3.3332951937547306
581.0,-0.007019581161365396,3.351805176687903
591.0,-0.00802899581746124,3.3630290958851536
601.0,-0.008721762390654838,3.365147002679625
611.0,-0.008926911188330605,3.358663174116482
621.0,-0.008632404749862377,3.3461409247296676
631.0,-0.007973978722953306,3.3312046033265896
641.0,-0.007168644643705967,3.31697304193293
651.0,-0.006432706011958746,3.304646088837521
661.0,-0.005921562463183691,3.293239491662574
671.0,-0.005703304236009439,3.2808341581495273
681.0,-0.005758338769266807,3.2666736133109273
691.0,-0.005996569342571937,3.2529606900989902
701.0,-0.0062892079010655,3.245357711402101
711.0,-0.006510573768738382,3.2514815237119326
721.0,-0.006579151726249041,3.2771721323252385
731.0,-0.006483979112034052,3.321417276483857
741.0,-0.0062845116664764855,3.372219649784162
751.0,-0.006082253458454043,3.40639654159829
761.0,-0.005979066860231509,3.3955644452695997
771.0,-0.006045589396924645,3.318351912215622
781.0,-0.006310418841749666,3.1757572728485357
791.0,-0.006758219829866498,3.00356810332399
801.0,-0.007320104495488975,2.8742107252601063
811.0,-0.007860313878557098,2.881480271947345
821.0,-0.008185762806807165,3.106086549320461
831.0,-0.008103059267531588,3.5678676735297006
841.0,-0.007519896783725743,4.18030670234435
851.0,-0.006554380611534121,4.7309251557992305
861.0,-0.005596551851739725,4.912230814680219
871.0,-0.005265981388834082,4.417802179531702
881.0,-0.0062259358372344685,3.0952226284774165
891.0,-0.008856589703106328,1.115591269149713
901.0,-0.012866681832649654,-0.9110530508652844
911.0,-0.017013965174583333,-1.957358172644052
921.0,-0.019150224919014042,-0.7977395813624766
931.0,-0.016743196581919965,3.5806512408799733
941.0,-0.007838779982626741,11.480784811335353
951.0,0.007830837332124812,22.11752739010754
961.0,0.028106225523646004,33.599607682622995
971.0,0.048582533466416715,43.41307784621169
981.0,0.06395737305685703,49.29226815323852
991.0,0.07008100374148524,50.08130864372607
1001.0,0.06561553060649214,46.12156741357294
1011.0,0.052371289874242444,38.96422846208149
1021.0,0.03429891455715458,30.616204370330667
1031.0,0.015887759024871342,22.76567707096378
1041.0,0.0007735633915252089,16.35871596978108
1051.0,-0.009048752726683186,11.617397961520943
1061.0,-0.013379194690195297,8.325913102449658
1071.0,-0.013453462984656165,6.133568867826694
1081.0,-0.011241603610060727,4.7287358442378675
1091.0,-0.008655449645486412,3.882884745251141
1101.0,-0.006956134430817775,3.4313791051162066
1111.0,-0.0065483839967844775,3.246363811657542
1121.0,-0.007148790111987621,3.222886105960176
1131.0,-0.008156395140354003,3.277203042745589
1141.0,-0.009012180072960478,3.3495425703939277
1151.0,-0.009401335150326599,3.405193260213503
1161.0,-0.009271520328304271,3.4315224137768743
1171.0,-0.008738556533576684,3.431437292702314
1181.0,-0.007977754051423829,3.415399410918428
1191.0,-0.007160050826023484,3.394510994183375
1201.0,-0.006435346415712731,3.376434780272062
1211.0,-0.005933056310294979,3.364430132183366
1221.0,-0.00575271207529136,3.358537128861825
1231.0,-0.005940770238352956,3.3574974440617438
1241.0,-0.006468827390445204,3.3602296968954244
1251.0,-0.007229225855347911,3.366261745317457
1261.0,-0.00805390450639264,3.375235324238055
1271.0,-0.008753766756891532,3.3861201582344527
1281.0,-0.009170312202429,3.3968268674015554
1291.0,-0.009224226854618428,3.4045454293674564
1301.0,-0.008939019941862589,3.406659312110406
