time_ms,accel_filtered,gyro_filtered
20071.0,-0.029466859497085336,5.608493591174566
20081.0,-0.024984990812060997,5.370206587360757
20091.0,-0.021248878669887675,5.125467178636915
20101.0,-0.01880276065614286,4.884604278939605
20111.0,-0.01781288305663614,4.66769844617267
20121.0,-0.017990905614530817,4.507428456641847
20131.0,-0.01865425086346125,4.447401938511916
20141.0,-0.01890982538764204,4.533259771966506
20151.0,-0.017902189405311863,4.796565623566427
20161.0,-0.015058227829753494,5.2349065267300725
20171.0,-0.0102770737978138,5.79527965996055
20181.0,-0.004026124959724283,6.371011537610557
20191.0,0.002696454799579627,6.821727754209975
20201.0,0.008560470135171507,7.017089854607515
20211.0,0.012245050703630338,6.889733626217643
20221.0,0.012838115578203465,6.470991844166302
20231.0,0.01016093861718172,5.886329864664175
20241.0,0.0048838537179338405,5.308362866708527
20251.0,-0.001637198334140676,4.890618514663095
20261.0,-0.0077585009196938495,4.715099898188997
20271.0,-0.0120310061359267,4.774477955413564
20281.0,-0.013590075605213255,4.988093189538918
20291.0,-0.012333094144643534,5.236795788697706
20301.0,-0.008859000112595734,5.400572908722903
20311.0,-0.0042179848579566095,5.389400129090868
20321.0,0.0004451569843693015,5.164121442529613
20331.0,0.004254300421645014,4.746495518079673
20341.0,0.006853784476989328,4.216604902816239
20351.0,0.008435351207223385,3.695307130631804
20361.0,0.009503763735884836,3.312758252997474
20371.0,0.010484387085150587,3.1707729885910365
20381.0,0.011385867092606413,3.3119338358872072
20391.0,0.011715959650385913,3.707215467854065
20401.0,0.010705271404740658,4.266932351377551
20411.0,0.007717087794665555,4.8714451877366445
20421.0,0.002626199630340684,5.411509882126453
20431.0,-0.004017988842584171,5.824155903443089
20441.0,-0.011111788970693095,6.109925640297807
20451.0,-0.0173438323725398,6.323777384025073
20461.0,-0.021627984881599643,6.54397117920371
20471.0,-0.02345688472595079,6.83398558583579
20481.0,-0.02304305343867376,7.214858914845425
20491.0,-0.021197321777883166,7.658673941019995
20501.0,-0.01899616031938071,8.103921057608028
20511.0,-0.0173636831137011,8.485907937620441
20521.0,-0.01671464936204507,8.770794499900404
20531.0,-0.016783078326718038,8.978742194438448
20541.0,-0.016715063022856552,9.182789497112807
20551.0,-0.015427401916433657,9.479504979361517
20561.0,-0.012118607472573472,9.942432240192122
20571.0,-0.006711549226173212,10.580068198521866
20581.0,2.5361770602222146e-06,11.318688792285876
20591.0,0.006617729963098458,12.017939716675981
20601.0,0.011658569726284342,12.51243498033117
20611.0,0.014157971832111387,12.663468329231694
20621.0,0.013998179695569584,12.403051319103493
20631.0,0.011871771875818183,11.756210943865883
20641.0,0.008904272870343417,10.835355077801504
20651.0,0.006125836182002501,9.810073990964073
20661.0,0.004032218589604003,8.862922605148423
20671.0,0.0024308947337704154,8.144443096633017
20681.0,0.0006451634669549756,7.740148694316685
20691.0,-0.002020730478969641,7.659025623429963
20701.0,-0.00579938324026458,7.846087881419257
20711.0,-0.010230392596520997,8.211753437566383
20721.0,-0.014314157594867845,8.663682353392035
20731.0,-0.01695791257860769,9.127508761163604
20741.0,-0.017460315681664392,9.551440331856437
20751.0,-0.015776108879762173,9.899853142599252
20761.0,-0.012449710186601905,10.145642934394642
20771.0,-0.008311092440196588,10.268170553692903
20781.0,-0.004154396202445244,10.25733980535804
20791.0,-0.0005819237700973835,10.120141124440059
20801.0,0.0019693244967094294,9.885701954621513
20811.0,0.003152874347446262,9.606488594152468
20821.0,0.0027374671894759045,9.35392377975885
20831.0,0.0007560809479820686,9.205921665203006
20841.0,-0.002339084724881905,9.225038980595325
20851.0,-0.005678288563933541,9.432083418406988
20861.0,-0.00821122376175572,9.787725304739544
20871.0,-0.009107483098674778,10.195661522437927
20881.0,-0.00812779209760125,10.531139287889454
20891.0,-0.00575977654595018,10.683996688216975
20901.0,-0.0030255612107047297,10.596902188641087
20911.0,-0.0010465241938025594,10.283313154203146
20921.0,-0.0005809960019880615,9.821376925744426
20931.0,-0.0017542000257243732,9.32969435965195
20941.0,-0.00408198039658196,8.933844356556206
20951.0,-0.006726751434336431,8.732242227304882
20961.0,-0.008816366805294079,8.77012128317953
20971.0,-0.009671929783948324,9.029516066027066
20981.0,-0.00890393548486325,9.437971421403459
20991.0,-0.0064388219146462875,9.891164503134254
21001.0,-0.00254115540380132,10.28054618814779
21011.0,0.002179408889452889,10.519244082112223
21021.0,0.0068435263756495375,10.56357789338887
21031.0,0.010497660045260072,10.427526878419286
21041.0,0.012384285924667076,10.18378098359175
21051.0,0.012183580729230363,9.944657170414363
21061.0,0.010128105478127654,9.824077094729965
21071.0,0.006940192463310572,9.894068710611458
21081.0,0.0036038099831580094,10.155991657482328
21091.0,0.0010411028820783079,10.541129755781773
21101.0,-0.0001983804350988591,10.940324620005521
21111.0,-0.00012665089015695034,11.24808523568278
21121.0,0.0006891798221305626,11.401579344590658
21131.0,0.0013414565159860254,11.399793795745522
21141.0,0.0009394325904520022,11.298044683728019
21151.0,-0.0010290881888493843,11.182957724046991
21161.0,-0.0044916590453502915,11.139732355671567
21171.0,-0.008832996308299198,11.224625938068241
21181.0,-0.013149933143794106,11.451050638898877
21191.0,-0.01658004501340751,11.790751667941016
21201.0,-0.01854841315982369,12.186469124649662
21211.0,-0.018850709270950297,12.570755624848058
21221.0,-0.01759794651587332,12.88553769466679
21231.0,-0.015114500664969398,13.0970266154227
21241.0,-0.011863825140807437,13.201655801158577
21251.0,-0.008403183930302068,13.22213791258981
21261.0,-0.005317335343447512,13.19685669431421
21271.0,-0.0031021556094087107,13.167374692425883
21281.0,-0.002034756975130237,13.167456862059296
21291.0,-0.002104622973664045,13.215537906124768
21301.0,-0.003051837926569064,13.312438039848017
21311.0,-0.004490173301056634,13.445460198677768
21321.0,-0.006040953240078268,13.597296330046063
21331.0,-0.007405815049040002,13.755312391915293
21341.0,-0.008360927097853013,13.916741837028843
21351.0,-0.008721475790230401,14.088204555366913
21361.0,-0.008347655824756299,14.280920528974246
21371.0,-0.007218395447694824,14.503974046890752
21381.0,-0.005520982434471782,14.75792609284631
21391.0,-0.003659760252450408,15.03127364517986
21401.0,-0.00212193885338789,15.301693527509983
21411.0,-0.0012406742513575075,15.54131288331819
21421.0,-0.0009918758866288666,15.722310917647818
21431.0,-0.0009698520797790998,15.819769261448494
21441.0,-0.0005865712821123175,15.812931233646244
21451.0,0.000604812923614211,15.688832412707484
21461.0,0.0026454120828472757,15.44951581623928
21471.0,0.005113652713228854,15.118353655368098
21481.0,0.0073006917097110345,14.738919849811417
21491.0,0.008513832506899377,14.364109578522989
