65,1.038,3.437
71,1.038,3.438
81,1.034,3.435
91,1.040,3.369
101,1.032,3.488
111,1.040,3.419
121,1.034,3.315
131,1.038,3.291
141,1.035,3.471
151,1.040,3.353
161,1.037,3.398
171,1.040,3.463
181,1.040,3.340
191,1.040,3.351
201,1.038,3.177
211,1.047,3.164
221,1.041,3.442
231,1.037,3.336
241,1.034,3.321
251,1.032,3.398
261,1.037,3.330
271,1.036,3.281
281,1.037,3.320
291,1.042,3.329
301,1.039,3.394
311,1.043,3.335
321,1.042,3.311
331,1.036,3.365
341,1.037,3.285
351,1.034,3.398
361,1.038,3.135
371,1.037,3.597
381,1.037,3.327
391,1.038,3.207
401,1.037,3.259
411,1.047,3.248
421,1.039,3.249
431,1.044,3.405
441,1.042,3.282
451,1.039,3.300
461,1.039,3.270
471,1.034,3.245
481,1.038,3.377
491,1.036,3.274
501,1.035,3.463
511,1.043,3.282
521,1.035,3.422
531,1.042,3.312
541,1.045,3.372
551,1.041,3.456
561,1.038,3.449
571,1.037,3.343
581,1.033,3.044
591,1.042,3.392
601,1.036,3.467
611,1.041,3.348
621,1.043,3.400
631,1.044,3.403
641,1.041,3.314
651,1.041,3.278
661,1.037,3.387
671,1.043,3.191
681,1.044,3.250
691,1.039,3.576
701,1.029,3.358
711,1.039,3.355
721,1.039,3.360
731,1.037,3.140
741,1.036,3.281
751,1.036,3.294
761,1.036,3.203
771,1.037,3.442
781,1.041,3.141
791,1.037,3.271
801,1.034,3.305
811,1.043,3.375
821,1.035,3.233
831,1.036,3.222
841,1.036,3.309
851,1.039,3.263
861,1.038,3.218
871,1.037,3.158
881,1.040,3.282
891,1.043,3.375
901,1.036,3.265
911,1.047,3.345
921,1.038,3.109
931,1.036,3.198
941,1.039,3.388
951,1.035,3.125
961,1.043,3.159
971,1.039,3.234
981,1.043,3.292
991,1.038,3.222
1001,1.040,3.176
1011,1.037,3.156
1021,1.038,3.261
1031,1.040,3.316
1041,1.039,3.158
1051,1.034,3.193
1061,1.037,3.198
1071,1.034,3.415
1081,1.038,3.281
1091,1.043,3.343
1101,1.036,3.341
1111,1.042,3.210
1121,1.031,3.250
1131,1.037,3.272
1141,1.039,3.300
1151,1.041,3.354
1161,1.033,3.218
1171,1.033,3.174
1181,1.039,3.258
1191,1.037,3.217
1201,1.038,3.210
1211,1.044,3.260
1221,1.037,3.257
1231,1.038,3.219
1241,1.038,3.199
1251,1.036,3.309
1261,1.038,3.290
1271,1.036,3.221
1281,1.039,3.323
1291,1.038,3.281
1301,1.031,3.275
1311,1.040,3.221
1321,1.038,3.329
1331,1.039,3.203
1341,1.034,3.291
1351,1.044,3.342
1361,1.033,3.257
1371,1.037,3.252
1381,1.039,3.415
1391,1.032,3.366
1401,1.037,3.357
1411,1.038,3.247
1421,1.038,3.381
1431,1.036,3.279
1441,1.036,3.178
1451,1.042,3.351
1461,1.034,3.233
1471,1.039,3.352
1481,1.041,3.208
1491,1.038,3.287
1501,1.032,3.240
1511,1.036,3.271
1521,1.042,3.273
1531,1.043,3.266
1541,1.041,3.363
1551,1.042,3.302
1561,1.042,3.354
1571,1.036,3.144
1581,1.035,3.331
1591,1.036,3.319
1601,1.038,3.379
1611,1.043,3.215
1621,1.041,3.235
1631,1.035,3.357
1641,1.032,3.420
1651,1.038,3.232
1661,1.039,3.132
1671,1.030,3.343
1681,1.036,3.188
1691,1.040,3.280
1701,1.040,3.261
1711,1.040,3.291
1721,1.033,3.427
1731,1.036,3.326
1741,1.042,3.307
1751,1.037,3.208
1761,1.036,3.375
1771,1.040,3.312
1781,1.038,3.319
1791,1.032,3.367
1801,1.036,3.264
1811,1.039,3.326
1821,1.039,3.347
1831,1.038,3.221
1841,1.041,3.479
1851,1.036,3.281
1861,1.033,3.291
1871,1.039,3.290
1881,1.040,3.226
1891,1.038,3.291
1901,1.036,3.284
1911,1.037,3.355
1921,1.038,3.285
1931,1.041,3.222
1941,1.036,3.396
1951,1.037,3.306
1961,1.040,3.350
1971,1.035,3.215
1981,1.032,3.221
1991,1.037,3.096
2001,1.044,3.340
2011,1.040,3.302
2021,1.038,3.255
2031,1.036,3.330
2041,1.040,3.255
2051,1.037,3.361
2061,1.038,3.349
2071,1.040,3.414
2081,1.039,3.228
2091,1.038,3.255
2101,1.039,3.415
2111,1.034,3.353
2121,1.042,3.216
2131,1.034,3.348
2141,1.039,3.108
2151,1.036,3.334
2161,1.044,3.191
2171,1.036,3.313
2181,1.035,3.335
2191,1.038,3.164
2201,1.034,3.374
2211,1.034,3.379
2221,1.039,3.244
2231,1.039,3.123
2241,1.034,3.369
2251,1.036,3.262
2261,1.038,3.357
2271,1.040,3.359
2281,1.041,3.422
2291,1.035,3.246
2301,1.037,3.347
2311,1.036,3.249
2321,1.033,3.344
2331,1.034,3.203
2341,1.035,3.143
2351,1.036,3.185
2361,1.036,3.409
2371,1.041,3.260
2381,1.033,3.334
2391,1.034,3.270
2401,1.039,3.438
2411,1.039,3.328
2421,1.036,3.173
2431,1.032,3.154
2441,1.037,3.255
2451,1.034,3.210
2461,1.038,3.181
2471,1.040,3.222
2481,1.036,3.169
2491,1.043,3.361
2501,1.040,3.227
2511,1.039,3.327
2521,1.031,3.357
2531,1.036,3.229
2541,1.033,3.293
2551,1.041,3.241
2561,1.039,3.324
2571,1.038,3.225
2581,1.035,3.263
2591,1.038,3.324
2601,1.038,3.218
2611,1.040,3.432
2621,1.042,3.356
2631,1.045,3.276
2641,1.041,3.279
2651,1.038,3.282
2661,1.036,3.230
2671,1.039,3.203
2681,1.040,3.300
2691,1.044,3.177
2701,1.037,3.383
2711,1.039,3.226
2721,1.036,3.072
2731,1.037,3.284
2741,1.041,3.352
2751,1.041,3.272
2761,1.035,3.340
2771,1.041,3.311
2781,1.039,3.235
2791,1.036,3.311
2801,1.039,3.284
2811,1.037,3.322
2821,1.041,3.317
2831,1.038,3.353
2841,1.041,3.336
2851,1.035,3.282
