time_ms,accel_filtered,gyro_filtered
65.0,0.6466968578925837,256.51970429799366
71.0,0.3434049363486616,246.93087791040813
81.0,0.07667182803878314,237.27986865634887
91.0,-0.12290654988088898,227.58391450927184
101.0,-0.24131568394088126,218.62219416526526
111.0,-0.28502526549452767,212.3797722140929
121.0,-0.27621829429400274,211.8848658077574
131.0,-0.23942249827263168,219.99118404142777
141.0,-0.18725603293236834,237.42697610445222
151.0,-0.11594740013418078,261.2966417309357
161.0,-0.014950285873137731,285.28886098043233
171.0,0.11618511449683107,301.84617308561667
181.0,0.25678135069870633,305.2201727161075
191.0,0.3688258127995982,293.7412569331896
201.0,0.4137932426601299,270.18353584159445
211.0,0.37189696595437777,240.29937048803862
221.0,0.2520814972861032,210.56836858915267
231.0,0.08741868740887312,186.37461104942432
241.0,-0.08007406116547795,171.19494373720497
251.0,-0.21482345939377226,166.51011995090943
261.0,-0.2944297012121941,171.79274162770938
271.0,-0.3074896935199838,184.36590645006132
281.0,-0.2501881734929139,199.62202653235866
291.0,-0.12848437168528934,212.18426289888697
301.0,0.03593688529600697,217.85991279013473
311.0,0.20466036228356876,215.37848600911406
321.0,0.33263013678984427,206.80824535354748
331.0,0.3859199454172317,196.36254554878803
341.0,0.35640777653900135,188.3813833825512
351.0,0.2637825275235295,185.74263672175874
361.0,0.14387467569249413,189.44717428406446
371.0,0.03176079583314364,199.07307588633677
381.0,-0.04889386748449341,213.17127421654072
391.0,-0.08535422203177563,229.1001423467436
401.0,-0.06996917265320521,242.82662624621747
411.0,0.00113580363687158,249.67710831126524
421.0,0.12175922004175131,246.26109758229788
431.0,0.2688754835864409,232.51568939294378
441.0,0.40507583602608,212.33445587464226
451.0,0.49223162258700803,192.07413146881277
461.0,0.5086461758594415,177.70169189855238
471.0,0.45867509173437027,172.3021581633993
481.0,0.3686368459063844,175.39342625794993
491.0,0.2717316634879146,184.18793848488752
501.0,0.192068273919896,195.59138109760724
511.0,0.13852580261444453,207.38216405196434
521.0,0.11118210266640084,217.93364877427825
531.0,0.11216985707624146,225.23714990938993
541.0,0.14926052073844387,226.6283408672566
551.0,0.22810554796898758,219.92245702166738
561.0,0.34049591218756436,205.25521409537745
571.0,0.4602401053895347,186.0772660741847
581.0,0.551900890047576,168.2054204216965
591.0,0.5873029265115857,157.2335411241354
601.0,0.5592246054605557,155.8652110356659
611.0,0.4838640244717715,162.88686631447902
621.0,0.39060472331758306,174.41520618671
631.0,0.3052779946849079,186.50458120781872
641.0,0.23781915773650558,197.29289356955638
651.0,0.18310753677448818,207.23955000138395
661.0,0.13421495146602141,217.42698403081698
671.0,0.09674878359726878,227.36694711628903
681.0,0.09108570728948945,234.16305945228814
691.0,0.13894311983338933,233.86452107510894
701.0,0.24411619605603685,224.16268305316422
711.0,0.38264603736311054,206.52039646489382
721.0,0.5105897172228347,186.14660219853351
731.0,0.5846577246725102,169.66529011578783
741.0,0.5829394438971932,161.87731554672024
751.0,0.5140995913220372,163.62732206995088
761.0,0.41064040263998886,172.04419067389804
771.0,0.31039437981055684,182.84082408666023
781.0,0.23704288462505077,193.03447949190914
791.0,0.19173893005058765,202.25828940387456
801.0,0.16119183059056297,211.87746767560756
811.0,0.13564656401107195,222.70957881437084
821.0,0.12210516965576061,233.19215337671167
831.0,0.14155658275521352,239.5485205537974
841.0,0.21194907635695698,238.02784304770958
851.0,0.3304071754969277,227.71950813000092
861.0,0.4687583005658999,211.9261183347032
871.0,0.5858884797472826,196.97826845231964
881.0,0.6484712482772524,189.06848761269606
891.0,0.6472376417926752,191.0435587812173
901.0,0.5999580984800762,201.18667801336298
911.0,0.5400549788312234,214.73468465295952
921.0,0.4972708061436571,227.07347185443436
931.0,0.4815768309716257,236.4603576630084
941.0,0.4805672141556742,244.45692284699427
951.0,0.4724395488433863,253.81951439197323
961.0,0.4455733174995901,265.39578186043093
971.0,0.4103026689598302,276.3640875072981
981.0,0.3938144894929459,281.274589035092
