acc_rms,acc_var,acc_peak,acc_zcr,gyro_rms,gyro_var,gyro_peak,gyro_zcr,label
0.018849600896818853,0.0001637647630204457,0.03718103288729822,0.08,28.549946546069787,16.861537244302987,37.530301208155365,0.0,slow
0.041394210226007325,0.0008343532439460096,0.1022107031100706,0.04,21.664621113530927,3.073519781021251,26.34198989657454,0.0,slow
0.022869552185848872,0.00018144807617527064,0.03798492458759975,0.08,16.850062647756094,27.53419950361081,21.853711070789714,0.0,slow
0.03833158824595499,0.00018160403610721182,0.053996475853282475,0.0,8.954384271081393,1.0318382220028592,10.876973001130015,0.0,slow
0.033180936825378884,0.00011685141439946003,0.05134605633587074,0.0,12.73910849296939,2.050218654571094,16.061574885165754,0.0,slow
0.0267394793785511,9.444453611380745e-05,0.038442280814940284,0.0,16.88952551348999,22.79959969520298,24.014491779433882,0.0,slow
0.023106922588637967,7.150936900926594e-05,0.039177864358806304,0.0,27.936018513140283,52.68446694008158,41.372343783193834,0.0,slow
0.021989045722469593,0.00014929801511910195,0.039823383116282474,0.04,34.64175259626015,15.774527540169531,40.74874623875721,0.0,slow
0.011298513012737718,0.00011228792418476316,0.022221254916147747,0.02,29.036304747444433,31.754310326115615,40.79449349769511,0.0,slow
0.027253898275322742,0.0003068314614189242,0.05468597122249501,0.0,36.8331773102467,45.33742559372761,56.05010561556127,0.0,slow
0.028207847713196763,0.00036877040692137266,0.05639011212036791,0.02,32.52800690473821,89.85142917768438,54.13313752953623,0.0,slow
0.01908037934830224,0.0002851791813683233,0.0320420550351093,0.02,11.204240291844387,1.5039007555444883,15.01177818975227,0.0,slow
0.025911801319021883,6.421879372403985e-05,0.043790478663280244,0.0,10.900542777480632,2.319937761650718,14.604975439907761,0.0,slow
0.02104663832491069,8.339422823741028e-05,0.043634238834482454,0.0,14.00696297883473,3.3563156915536125,18.640410099594074,0.0,slow
0.024948102882340572,4.6266134140669107e-05,0.03712695552004474,0.0,9.622269540114582,4.00278530790547,13.985901233603755,0.0,slow
0.02891015820454425,0.00015226300619651192,0.047624388987686846,0.04,10.065358210061664,2.1606134738093052,13.022043259252632,0.0,slow
0.02423210064366324,0.00014948456369541976,0.04624341888337008,0.0,13.913964315664925,16.11961447671274,20.797079250394575,0.0,slow
0.26224887992393536,0.055918254375447604,0.6490162628737262,0.12,220.80887331199602,960.728139177819,294.8693092101238,0.0,vibration
0.45069799839952573,0.03177418336822704,0.7331569038991093,0.0,213.4651093621002,928.0989982106947,275.5700429003942,0.0,vibration
0.5513426226036656,0.012697319114312742,0.7269782822514903,0.0,245.66844736863624,423.8256554195675,285.30650241416765,0.0,vibration
0.49735300426507295,0.016511590344310156,0.6915546111139265,0.0,229.32921411120432,264.74394898309583,258.2248532089315,0.0,vibration
0.6171853935745131,0.017218871248110237,0.8563436338701167,0.0,243.51397285333678,500.9150794590785,293.2111573759542,0.0,vibration
0.593689419581058,0.03107556426453492,0.8965835815259782,0.0,246.78238073483084,237.4855615872882,270.85246364137566,0.0,vibration
0.7224164673721418,0.032992974253934555,1.0409357603777951,0.0,263.4293737241689,562.1310385887307,296.0263779655979,0.0,vibration
0.9070001578804574,0.031550382354768786,1.1794852199921038,0.0,265.51200360112796,436.4053109979104,304.2371681047398,0.0,vibration
0.7795167823224224,0.044316654643892506,1.078344723559959,0.0,241.22641007946507,295.96397164481436,265.94285699315304,0.0,vibration
0.3592152535274233,0.12328996307286565,0.6757283620924445,0.14,116.71213999261077,1862.4365462621056,197.161295340739,0.0,vibration
0.5378672860730918,0.19582117660085113,0.7927031401423703,0.06,93.07610583727381,1829.7631702132928,199.57606247450883,0.0,vibration
0.46179289796557554,0.026894896162811564,0.7151949189514171,0.0,188.37535705620678,1007.583945951976,244.47990507075482,0.0,vibration
0.23079541543969861,0.025294706209303488,0.48126772159055997,0.08,160.22519316040183,618.8617178910422,201.18801843501194,0.0,vibration
0.23433629874618916,0.02586633605986077,0.5122595815513012,0.1,146.73656475423746,817.6328519822123,200.98516547873808,0.0,vibration
0.4010682468538232,0.04934099547638482,0.7123012585773522,0.06,87.88946835716935,936.4930748837505,155.52252529073345,0.0,vibration
0.24901980847395908,0.02829751922545164,0.5751119953667113,0.06,72.15541558256774,326.7888841091883,110.41941711365463,0.0,vibration
0.2294061364662322,0.027364553210875452,0.5888448666272221,0.08,79.97030357367402,164.05281727042845,94.75243691255052,0.0,vibration
0.2943034864901968,0.06130419967829444,0.6327891618470437,0.08,107.61945143760941,986.759067734535,158.4665106419298,0.0,vibration
0.17675883224049976,0.030498542440980377,0.3556272655602033,0.06,153.33243231317007,3144.377428147914,279.32986649670147,0.0,vibration
0.6345331125850749,0.11206335043710512,0.9681969516021917,0.02,96.48663525766145,1338.3033488390479,208.30824547219322,0.0,vibration
0.23378490311600317,0.05112965649180879,0.6560154632067895,0.08,192.2881229648813,3332.3744620188077,292.8463079745896,0.0,vibration
0.35404900126582495,0.050226791394464454,0.7723365268486839,0.04,128.848290790309,573.5403665761113,166.68972640669253,0.0,vibration
0.6191467280846181,0.11686998239667283,0.9791042219944303,0.04,90.34015684971543,1633.7003701112626,159.5338982285225,0.0,vibration
0.3281682286215734,0.03271200620684532,0.6665010076613489,0.04,60.0514642948637,68.44716090148049,71.28098226278142,0.0,vibration
0.30695201191800814,0.05100539541576578,0.5997060970558662,0.08,157.06193069537642,5733.832466315955,311.67756766070653,0.0,vibration
0.7081259931620149,0.14938025527576781,1.3324319471199044,0.04,285.61137820166226,1581.9941437587072,350.43730311106447,0.0,vibration
0.878943276704347,0.10282516170765968,1.4452511755435467,0.0,244.98859972486653,7548.0356338199435,377.68149585364534,0.0,vibration
0.3984944766690343,0.07828724061837992,0.9938259891961624,0.04,109.4796614525846,989.912966244825,179.8434751107252,0.0,vibration
0.650967181807539,0.09914292392293454,0.9771543783539288,0.02,136.44795866219198,5173.005673181387,267.40865060776713,0.0,vibration
0.43022346146228174,0.1716331806210563,0.8829235075398437,0.08,164.21218237043144,4781.646434926194,290.82908696526164,0.0,vibration
0.016560700087996025,0.0002681111708664308,0.046680119315375926,0.04,13.541222463961285,118.39860821303724,38.67967291575124,0.04,tap
0.020666013304906677,0.00042455304324770374,0.06252971266234007,0.04,16.807330956960293,185.22283680224209,47.364189807930885,0.04,tap
0.008400633375911574,3.5800447420578993e-06,0.014966378467632846,0.0,3.542925998269702,0.42098119661871275,7.675524652550094,0.0,tap
0.0200444808526656,0.0003905385513034317,0.05278828376549896,0.02,19.221684775616993,230.6673860959481,49.5491477503964,0.04,tap
0.008291089503170729,1.008306144596148e-06,0.011308218851431864,0.0,3.396709842408262,0.3817511466543763,6.763615588997166,0.0,tap
0.05863454233988026,0.0032290168786001535,0.18388156905376016,0.08,20.883813447340657,275.29347981708486,54.26375468769659,0.04,tap
0.00739403498057693,1.3034227593977579e-05,0.012420899553927148,0.04,5.195116381820148,10.216922180105277,19.205890450702963,0.0,tap
0.020447737756108916,0.00041649190000525436,0.05671852170419108,0.04,22.842341248537384,326.24727701424234,56.65872805190083,0.04,tap
0.029766920503133454,0.0008692468201253275,0.148779292733661,0.06,5.9564214844709555,25.806598682220265,27.548743845482274,0.04,tap
0.05416933105938449,0.0028331976566538584,0.19860253445436912,0.06,73.86718727275569,3862.221172733908,197.9523549309684,0.0,tap
0.014604847511188719,0.000208320780100101,0.03980007500484911,0.04,18.78534574896142,227.51896245810775,50.53934157226249,0.04,tap
0.013583208550090225,0.000145914968415228,0.031132003253283334,0.04,26.589236951509324,493.57108969348644,71.41345436446606,0.04,tap
0.006707097032280679,8.367951414123549e-06,0.01352144932551559,0.04,5.390836503474287,11.95543665565066,23.67389936796648,0.0,tap
0.04677047601035307,0.0020631091880194672,0.14651086687425405,0.12,15.177113267952787,113.47318218439688,31.0440556644503,0.04,tap
0.02358535134342972,0.0005538824685456857,0.07750654776202111,0.02,15.230161718160426,156.73389038512929,48.7639406650207,0.04,tap
0.038209818019265464,0.0010820632759542947,0.12152905817428035,0.06,34.33828363754844,868.8304302405761,94.17667328394704,0.04,tap
0.06372176590381505,0.0037785171045285576,0.19969265567692412,0.1,51.248514184262724,1638.7620464135364,126.79239873521125,0.04,tap
0.009298442458681569,2.489749780634331e-05,0.025574115772016345,0.0,3.344188091424002,2.5613433896963986,5.567607448377997,0.04,tap
0.037352882309685254,0.001358025173287962,0.1131347730134827,0.02,20.2453625998687,242.26033129273637,54.40234162858386,0.0,tap
0.012971396665762035,0.00015153274088032875,0.030878566377570194,0.04,15.987706439180478,151.5598615365537,40.28730544805042,0.0,tap
0.05512227264909359,0.0025752864531859475,0.14079603411907035,0.06,85.23869427304663,5513.823143869132,239.5499627737684,0.04,tap
0.00923145683366876,3.7214302246415734e-05,0.02022678064413702,0.04,44.63326105163382,1468.0271952161745,123.55762001813132,0.08,tap
0.012715129234897572,0.0001601890436498545,0.03572177217683509,0.04,22.812275333846515,256.9774862794942,48.76899501519668,0.04,tap
0.041209795717562135,0.0016322166962749168,0.12668079965260373,0.08,27.950963931912128,418.39449506507555,73.89836513415054,0.0,tap
0.046652373314669135,0.0020930937920564242,0.1441066708779519,0.08,22.73312310184759,344.2383712218148,65.72750766948174,0.04,tap
0.007768027278273319,3.907027117591897e-06,0.010422014589816809,0.0,11.076148082545528,80.81816049652984,36.904156725805855,0.0,tap
0.008354368909780353,6.092132100440701e-05,0.01791305182565001,0.04,13.700653712756528,91.71408697427006,33.40242529987805,0.04,tap
0.009912248290156784,8.703306563149991e-05,0.02412544012677939,0.06,11.611388878771816,70.88991684818957,27.963134993203173,0.0,tap
0.01403758033412538,0.00019389928802891938,0.041725599058663194,0.04,9.257885437109799,49.58229847152977,28.01500505717167,0.04,tap
0.00870166012858461,4.085196112253834e-05,0.025846602020526355,0.02,6.3552900245734465,13.218464132304423,19.76067308606384,0.0,tap
